title,release_date,vote_average,budget,vote_count,revenue,runtime,production_country,genres,release_year
Jerry and the Goldfish,1951-03-03,6.9,0,43,0,7,United States of America,"Animação, Comédia",1951
Law of the Badlands,1951-02-24,6.0,0,3,0,59,United States of America,Faroeste,1951
Primanerinnen,1951-11-30,0.0,0,0,0,0,,,1951
Insurance Investigator,1951-03-23,5.0,0,2,0,60,United States of America,"Crime, Drama, Romance",1951
When I Grow Up,1951-04-19,6.5,50000,2,100000,90,United States of America,Drama,1951
A Princesa e os Bárbaros,1951-09-30,4.8,0,9,0,76,United States of America,"Aventura, Ação",1951
"Goodbye, My Fancy",1951-05-19,6.2,0,10,0,107,United States of America,"Comédia, Romance",1951
Hora da Pipoca,1951-03-23,7.222,0,63,0,7,United States of America,"Animação, Comédia",1951
Pool of London,1951-02-20,6.5,0,34,0,85,United Kingdom,"Crime, Drama, Thriller",1951
The Thirteen Grand Tutors,1951-01-01,6.1,0,5,0,0,,,1951
Esperto Contra Esperto,1951-11-15,5.321,0,14,0,82,United States of America,"Comédia, Faroeste",1951
Za život radostný,1951-04-06,0.0,0,0,0,82,Czechoslovakia,Documentário,1951
Silver Canyon,1951-06-19,7.0,0,1,0,70,United States of America,Faroeste,1951
Paixão de Toureiro,1951-04-26,6.1,0,14,0,124,"United States of America, Mexico","Drama, Romance",1951
Déryné,1951-06-06,8.0,0,1,0,104,Hungary,"História, Drama",1951
Talande tråden,1951-01-01,0.0,0,0,0,6,Sweden,Comédia,1951
Quando Passar a Tormenta,1951-08-13,6.4,0,9,0,99,United States of America,"Guerra, Romance, Drama",1951
Mystery Junction,1951-09-01,5.611,0,9,0,65,United Kingdom,"Drama, Crime",1951
The Magic Carpet,1951-10-18,4.7,0,3,0,84,United States of America,"Aventura, Fantasia",1951
Montana Desperado,1951-06-17,0.0,0,0,0,51,United States of America,Faroeste,1951
New Mexico,1951-05-18,3.1,0,7,0,76,United States of America,Faroeste,1951
唐手三四郎,1951-12-28,0.0,0,0,0,75,Japan,,1951
Bird of Paradise,1951-03-14,5.7,0,6,0,100,United States of America,"Drama, Romance, Aventura",1951
Estouro da Manada,1951-08-01,6.4,0,15,0,77,United States of America,Faroeste,1951
Amor vendido,1951-05-27,5.6,0,5,0,99,,Música,1951
Daredevil Droopy,1951-03-31,6.783,0,23,0,6,United States of America,"Animação, Comédia",1951
Тарас Шевченко,1951-12-17,4.3,0,9,0,117,Soviet Union,"Drama, História",1951
Paris é Sempre Paris,1951-11-15,5.0,0,20,0,102,"France, Italy",Comédia,1951
Pecado,1951-03-01,5.0,0,2,0,115,Mexico,"Crime, Drama, Thriller",1951
Kůrovec,1951-01-01,0.0,0,0,0,0,Czechoslovakia,Documentário,1951
A Fox in a Fix,1951-01-20,6.2,0,5,0,7,United States of America,Animação,1951
Ronda española,1951-12-05,0.0,0,0,0,91,Spain,"Comédia, Música",1951
La Leona de Castilla,1951-05-28,5.3,0,3,0,102,Spain,"Drama, História, Guerra",1951
海の花火,1951-10-25,4.7,0,6,0,122,Japan,Drama,1951
のど自慢三羽烏,1951-11-16,0.0,0,0,0,87,Japan,,1951
Caroline chérie,1951-02-28,5.344,0,16,0,141,France,Comédia,1951
Sleepy-Time Tom,1951-05-26,6.9,0,58,0,7,United States of America,"Animação, Comédia",1951
Golpe do Destino,1951-02-23,6.648,0,54,0,79,United States of America,"Crime, Thriller",1951
Rogue River,1951-02-15,6.0,0,1,0,81,United States of America,"Crime, Drama, Thriller, Faroeste",1951
Enterprise,1951-01-01,0.0,0,0,0,25,United Kingdom,"Animação, Documentário",1951
Amor perdido,1951-05-24,5.0,0,2,0,101,Mexico,"Drama, Música",1951
Kranes konditori,1951-11-07,6.2,0,4,0,113,Norway,Drama,1951
A Hound for Trouble,1951-04-27,7.0,0,5,0,7,United States of America,Animação,1951
Guerrilheiros do Sertão,1951-12-07,5.444,0,9,0,70,United States of America,"Thriller, Faroeste",1951
Passage West,1951-10-01,6.2,0,4,0,80,United States of America,Faroeste,1951
Todos São Valentes,1951-05-04,5.78,0,25,0,92,United States of America,"Ação, Drama, Guerra, História",1951
Ma and Pa Kettle Back on the Farm,1951-05-10,6.7,0,11,0,80,United States of America,Comédia,1951
Tomorrow We Diet,1951-06-29,6.379,0,33,0,7,United States of America,Animação,1951
O Demolidor,1951-09-20,6.1,0,19,0,82,United States of America,Drama,1951
French Rarebit,1951-06-30,6.458,0,25,0,7,United States of America,"Animação, Comédia",1951
Yukon Manhunt,1951-07-12,3.0,0,2,0,61,United States of America,"Faroeste, Aventura",1951
源氏物語,1951-06-11,5.5,0,6,0,124,Japan,Drama,1951
Madame Louise,1951-10-01,6.0,0,1,0,80,United Kingdom,Comédia,1951
Me casé con una estrella,1951-10-04,0.0,0,0,0,107,Argentina,Comédia,1951
祇園物語　春怨,1951-04-21,0.0,0,0,0,86,Japan,,1951
Name Unknown,1951-01-01,0.0,0,0,0,10,,,1951
Bag de røde porte,1951-11-19,7.2,0,4,0,100,Denmark,"Família, Drama, Comédia",1951
Živé zkameněliny,1951-01-01,0.0,0,0,0,0,Czechoslovakia,Documentário,1951
FBI Girl,1951-11-04,5.667,0,9,0,74,United States of America,"Crime, Drama",1951
Die Frauen des Herrn S.,1951-08-09,7.0,0,1,0,95,,"Comédia, Música",1951
Out of True,1951-01-01,6.0,0,1,0,40,,Drama,1951
Mammy,1951-11-28,4.5,0,2,0,78,France,Drama,1951
新遊侠伝　遊侠往来,1951-05-18,0.0,0,0,0,67,Japan,,1951
Ambição de Mulher,1951-04-05,5.8,0,10,0,91,United States of America,Drama,1951
Il capitano nero,1951-03-15,0.0,0,0,0,86,Italy,Aventura,1951
No Smoking,1951-11-23,6.833,0,36,0,6,,Animação,1951
Best of the Badmen,1951-08-09,6.5,0,14,0,84,United States of America,Faroeste,1951
Doña Perfecta,1951-10-10,6.7,0,10,0,115,Mexico,"Drama, Romance, Guerra",1951
Drums in the Deep South,1951-09-01,5.0,0,10,0,87,United States of America,Faroeste,1951
平手造酒,1951-11-02,5.0,0,3,0,64,Japan,"Aventura, Ação, Drama",1951
The Prize Pest,1951-12-22,6.538,0,13,0,7,United States of America,"Animação, Comédia",1951
Depois da Tormenta,1951-02-03,6.146,0,24,0,90,United States of America,Drama,1951
Surcos,1951-10-26,7.212,0,26,0,99,Spain,Drama,1951
A Bear for Punishment,1951-10-20,6.843,0,35,0,7,United States of America,"Animação, Comédia",1951
Boo Scout,1951-07-26,6.0,0,4,0,9,United States of America,Animação,1951
Meu Irmão Fora da Lei,1951-08-22,5.5,0,11,0,82,United States of America,"Ação, Romance, Faroeste",1951
Chicago Calling,1951-12-31,7.0,0,2,0,75,United States of America,"Drama, Thriller",1951
Monsieur Fabre,1951-09-26,7.0,0,2,0,90,France,"Comédia, Drama",1951
Don't Throw That Knife,1951-05-03,5.5,0,4,0,16,United States of America,Comédia,1951
I figli di nessuno,1951-11-22,7.3,0,18,0,98,Italy,"Drama, Romance",1951
Hold the Lion Please,1951-04-27,0.0,0,0,0,7,United States of America,Animação,1951
Colorado Ambush,1951-01-14,0.0,0,0,0,52,,Faroeste,1951
Prata Maldita,1951-12-01,6.3,0,12,0,91,United States of America,Faroeste,1951
Mouchy,1951-01-01,0.0,0,0,0,0,Czechoslovakia,Animação,1951
Lav Kush,1951-01-02,0.0,0,0,0,0,,,1951
Angela,1951-01-11,0.0,0,0,0,90,Brazil,Drama,1951
馬喰一代,1951-12-07,6.8,0,4,0,113,Japan,Drama,1951
鞍馬天狗 鞍馬の火祭,1951-10-12,0.0,0,0,0,91,Japan,Drama,1951
八ツ墓村,1951-11-02,0.0,0,0,0,131,Japan,"Terror, Thriller",1951
The First Legion,1951-05-04,6.8,0,4,0,86,United States of America,Drama,1951
Begierde,1951-03-02,0.0,0,0,0,0,Germany,Drama,1951
Tierra extraña,1951-07-27,0.0,0,0,0,73,Argentina,Drama,1951
悲歌,1951-02-22,0.0,0,0,0,110,Japan,,1951
Rabbit Every Monday,1951-02-10,7.188,0,16,0,7,United States of America,"Animação, Comédia",1951
Lion Down,1951-01-05,6.397,0,34,0,7,United States of America,"Comédia, Família, Animação",1951
Oh! Susanna,1951-03-01,5.0,0,1,0,84,United States of America,Faroeste,1951
Senhorita Oyu,1951-06-22,7.2,0,57,0,94,Japan,"Drama, Romance",1951
Naujawan,1951-01-01,0.0,0,0,0,131,India,Drama,1951
Topaze,1951-01-25,6.804,0,28,0,136,France,Comédia,1951
London Entertains,1951-12-01,5.5,0,2,0,48,United Kingdom,Documentário,1951
Pest Man Wins,1951-12-06,5.5,0,4,0,16,United States of America,Comédia,1951
Orgulho e Ódio,1951-04-25,5.474,0,19,0,70,United States of America,Drama,1951
The Groom Wore Spurs,1951-03-13,4.818,0,11,0,80,United States of America,Comédia,1951
Tweety's S.O.S.,1951-09-21,6.9,0,22,0,7,United States of America,Animação,1951
Entre o Crime e a Lei,1951-01-17,5.0,0,3,0,79,United States of America,Faroeste,1951
¡¡¡Mátenme porque me muero!!!,1951-12-21,7.6,0,29,0,99,Mexico,Comédia,1951
Conspiração,1951-08-17,6.8,966000,42,620000,78,United States of America,"Thriller, História, Mistério",1951
The Lion Hunters,1951-03-25,5.3,0,3,0,80,United States of America,Aventura,1951
Cheese Chasers,1951-08-25,7.111,0,27,0,7,United States of America,"Animação, Comédia",1951
Valentins Sündenfall,1951-11-30,0.0,0,0,0,0,Austria,Comédia,1951
Malhar,1951-10-26,0.0,0,0,0,120,India,"Drama, Família",1951
Zugverkehr unregelmäßig,1951-07-26,5.5,0,4,0,82,East Germany,"Crime, Drama",1951
Fodboldpræsten,1951-09-24,5.7,0,3,0,0,Denmark,"Família, Comédia",1951
Щедрое лето,1951-03-08,3.0,0,2,0,87,Soviet Union,"Música, Comédia",1951
O Filhinho de Papai,1951-05-31,5.8,0,24,0,104,United States of America,Comédia,1951
薩摩飛脚,1951-12-22,0.0,0,0,0,96,Japan,,1951
No Palco da Vida,1951-11-20,5.3,0,7,0,89,United States of America,"Comédia, Drama",1951
Strictly Dishonorable,1951-07-03,4.4,0,5,0,86,United States of America,"Comédia, Romance",1951
Amar fué su pecado,1951-10-10,5.5,0,4,0,90,Mexico,Drama,1951
Duel à Dakar,1951-12-06,0.0,0,0,0,80,,,1951
Maria Bonita,1951-11-30,0.0,0,0,0,0,Philippines,"Música, Comédia",1951
बाज़ी,1951-07-01,5.8,0,4,0,143,India,"Crime, Drama, Música, Romance",1951
Green Grow the Rushes,1951-11-06,5.8,0,6,0,77,United Kingdom,"Comédia, Thriller",1951
La Légende de la soie,1951-01-01,4.5,0,2,0,1,France,Animação,1951
Tom Brown's Schooldays,1951-04-17,6.9,0,8,0,93,United Kingdom,Drama,1951
The Magic Face,1951-08-13,6.8,0,4,0,88,"Austria, United States of America","Guerra, História, Drama",1951
風雲児,1951-05-18,0.0,0,0,0,89,Japan,,1951
Por Amor Também Se Mata,1951-06-20,7.198,0,58,0,77,United States of America,"Thriller, Crime",1951
Missing Women,1951-02-23,6.2,0,6,0,60,United States of America,"Crime, Thriller",1951
Ma femme est formidable,1951-12-05,3.6,0,4,0,92,,Comédia,1951
As You Were,1951-10-05,5.0,0,1,0,57,United States of America,Comédia,1951
Belle Le Grand,1951-01-27,3.0,0,2,0,90,United States of America,Faroeste,1951
Warpath,1951-11-22,5.8,0,13,0,95,United States of America,Faroeste,1951
Mulher Maldita,1951-11-20,6.781,0,48,0,90,United Kingdom,"Crime, Drama",1951
Дечак Мита,1951-01-12,5.5,0,4,0,108,Yugoslavia,"Guerra, Drama",1951
Home Made Home,1951-03-23,6.857,0,35,0,7,United States of America,Animação,1951
限りなき情熱,1951-06-01,0.0,0,0,0,86,Japan,Romance,1951
愛と憎しみの彼方へ,1951-01-11,0.0,0,0,0,107,Japan,Drama,1951
女の水鏡,1951-01-03,0.0,0,0,0,90,Japan,,1951
The Third Visitor,1951-01-31,6.0,0,6,0,85,United Kingdom,Thriller,1951
Anna,1951-12-20,7.2,0,26,0,100,"France, Italy","Drama, Romance",1951
The Well,1951-09-24,7.2,0,16,0,86,United States of America,Drama,1951
The Barefoot Mailman,1951-12-03,4.0,0,1,0,83,United States of America,"Aventura, Comédia",1951
حماتي قنبلة ذرية,1951-10-01,0.0,0,0,0,95,Egypt,Comédia,1951
Guardas e Ladrões,1951-11-29,7.541,0,183,0,105,Italy,Comédia,1951
Os Deserdados,1951-11-16,6.1,0,16,0,103,United Kingdom,Drama,1951
ブンガワンソロ,1951-10-19,0.0,0,0,0,93,Japan,,1951
Jim Thorpe – All-American,1951-08-24,6.306,0,18,0,107,United States of America,Drama,1951
あの丘越えて,1951-11-01,0.0,0,0,0,84,Japan,Drama,1951
Rhythm Inn,1951-02-11,2.0,0,2,0,73,United States of America,Comédia,1951
Nunca te Amei,1951-04-06,7.6,0,100,0,90,United Kingdom,Drama,1951
"Ça, c'est du cinéma",1951-03-23,0.0,0,0,0,76,France,Comédia,1951
Das Haus in Montevideo,1951-11-08,8.0,0,3,0,106,Germany,Comédia,1951
Nous irons à Monte-Carlo,1951-11-22,6.8,0,13,0,101,France,Comédia,1951
Santa and the Fairy Snow Queen,1951-12-01,3.5,0,2,0,26,United States of America,"Fantasia, Família",1951
銀座化粧,1951-04-14,6.1,0,11,0,87,Japan,Drama,1951
Canned Feud,1951-02-03,7.167,0,33,0,7,United States of America,"Animação, Família, Comédia",1951
月よりの母,1951-08-24,0.0,0,0,0,100,Japan,Drama,1951
Jerry's Cousin,1951-04-07,7.1,0,48,0,6,United States of America,"Animação, Comédia",1951
A Rebelde,1951-11-10,6.0,0,27,0,97,Italy,"Drama, Guerra",1951
Whirlwind,1951-04-16,5.0,0,1,0,70,United States of America,Faroeste,1951
結婚行進曲,1951-12-28,0.0,0,0,0,83,Japan,,1951
Persiane chiuse,1951-03-08,6.0,0,3,0,90,Italy,Drama,1951
Crime no Circo,1951-05-19,5.6,0,17,0,78,United States of America,"Crime, Drama, Mistério, Thriller",1951
En la palma de tu mano,1951-06-21,6.0,0,22,0,112,Mexico,"Drama, Thriller, Crime",1951
十六夜街道,1951-12-14,0.0,0,0,0,86,Japan,,1951
No Resting Place,1951-01-12,5.0,0,1,0,80,United Kingdom,,1951
Durma Bem,1951-03-25,6.7,0,6,0,6,,"Animação, Comédia",1951
A Estalagem Vermelha,1951-10-19,6.8,0,104,0,104,France,"Comédia, Crime",1951
Cat-Choo,1951-10-12,0.0,0,0,0,6,United States of America,"Animação, Comédia",1951
Man from Sonora,1951-03-11,0.0,0,0,0,54,United States of America,Faroeste,1951
Heart of the Rockies,1951-03-29,6.0,0,1,0,56,United States of America,Faroeste,1951
Direção Norte,1951-12-18,6.0,0,8,0,93,United Kingdom,Drama,1951
Roadblock,1951-09-17,5.796,0,27,0,73,United States of America,Crime,1951
新遊侠伝,1951-05-05,0.0,0,0,0,64,Japan,,1951
Chicago Digest,1951-07-24,0.0,0,0,0,0,France,"Comédia, Faroeste",1951
Putty Tat Trouble,1951-02-23,6.7,0,24,0,7,United States of America,"Animação, Comédia",1951
Cold Turkey,1951-09-21,6.2,0,10,0,7,United States of America,Animação,1951
Pickup,1951-07-21,6.0,0,19,0,78,United States of America,"Drama, Crime",1951
O Quarto Mandamento,1951-01-12,6.6,0,27,0,101,United States of America,"Comédia, Romance",1951
女賊と判官,1951-01-05,0.0,0,0,0,88,Japan,Crime,1951
Don Daredevil Rides Again,1951-04-10,6.0,0,1,0,167,United States of America,Faroeste,1951
Paris chante toujours !,1951-11-28,0.0,0,0,0,102,,Comédia,1951
Νεκρή πολιτεία,1951-12-03,6.0,0,3,0,76,Greece,Drama,1951
R'Coon Dawg,1951-08-09,5.891,0,23,0,7,United States of America,Animação,1951
Ein Lächeln im Sturm,1951-12-07,0.0,0,0,0,95,Austria,Drama,1951
Korea Patrol,1951-01-15,0.0,0,0,0,59,,,1951
A Mensagem dos Renegados,1951-03-15,4.9,0,8,0,82,United States of America,"Ação, Faroeste",1951
O Segredo das Viúvas,1951-10-10,5.405,0,21,0,84,United States of America,"Comédia, Drama, Romance",1951
おぼろ駕籠,1951-01-13,0.0,0,0,0,93,Japan,"Aventura, História, Mistério",1951
The Festival in London,1951-07-03,0.0,0,0,0,10,United Kingdom,Documentário,1951
Khabar abyad,1951-10-11,0.0,0,0,0,0,,Drama,1951
自由学校,1951-05-05,0.0,0,0,0,109,Japan,"Drama, Comédia",1951
豪快三人男,1951-05-05,0.0,0,0,0,101,Japan,História,1951
Tajna dvorca I.B.,1951-01-01,7.0,0,3,0,23,Yugoslavia,"Música, Comédia",1951
鉄の爪,1951-02-24,0.0,0,0,0,82,Japan,Terror,1951
لك يوم يا ظالم,1951-11-19,0.0,0,0,0,110,Egypt,"Drama, Crime",1951
تعال سلم,1951-09-03,0.0,0,0,0,110,Egypt,"Drama, Música",1951
Bylo to v máji,1951-06-01,4.0,0,2,0,0,Czechoslovakia,Comédia,1951
Noite Inolvidável,1951-12-07,6.682,0,22,0,75,United States of America,"Drama, Thriller",1951
¡Acá las Tortas!,1951-10-12,7.9,0,23,0,111,Mexico,Drama,1951
Let's Go Navy!,1951-07-29,7.0,0,1,0,68,United States of America,Comédia,1951
The Harlem Globetrotters,1951-05-30,5.0,0,5,0,78,United States of America,Drama,1951
Camino del infierno,1951-06-29,6.3,0,9,0,90,Mexico,"Romance, Crime",1951
Nadaan,1951-02-09,0.0,0,0,0,119,,Romance,1951
Excuse My Dust,1951-06-27,7.2,0,4,0,82,United States of America,"Comédia, Música",1951
Vores fjerde far,1951-09-13,5.7,0,3,0,91,Denmark,"Comédia, Família",1951
Hotel Sahara,1951-07-09,5.3,0,6,0,96,United Kingdom,"Comédia, Romance, Guerra",1951
ليلة الحنة,1951-02-19,0.0,0,0,0,110,Egypt,"Drama, Música",1951
南風,1951-09-14,0.0,0,0,0,92,Japan,,1951
The Rossiter Case,1951-01-21,5.8,0,2,0,75,United Kingdom,"Drama, Mistério",1951
El cardenal,1951-12-31,5.0,0,2,0,0,Mexico,Drama,1951
Kenraalin morsian,1951-06-29,0.0,0,0,0,66,Finland,Comédia,1951
Os Trabalhadores da Floresta,1951-10-01,7.8,0,5,0,7,United States of America,"Animação, Comédia",1951
剣難女難女心伝心の巻,1951-11-16,0.0,0,0,0,70,Japan,"Ação, Drama",1951
Sette ore di guai,1951-10-17,6.225,0,20,0,81,Italy,Comédia,1951
Deux sous de violettes,1951-10-31,3.0,0,2,0,98,France,"Drama, Comédia",1951
¿Qué te ha dado esa mujer?,1951-12-20,8.0,0,41,0,100,Mexico,Comédia,1951
الشرف غالي,1951-04-30,0.0,0,0,0,100,Egypt,,1951
熱砂の白蘭,1951-03-24,0.0,0,0,0,103,Japan,Drama,1951
Prairie Roundup,1951-01-15,0.0,0,0,0,55,United States of America,Faroeste,1951
Adiperaku,1951-12-31,0.0,0,0,0,0,,Drama,1951
Seu Tipo de Mulher,1951-08-15,6.662,1825000,68,2000000,120,United States of America,"Crime, Comédia, Thriller",1951
Mi mujer no es mía,1951-10-18,5.5,0,4,0,67,Mexico,,1951
Joe Santa Claus,1951-12-20,0.0,0,0,0,30,United States of America,Família,1951
Mr. Belvedere Rings the Bell,1951-08-01,6.938,0,8,0,87,United States of America,Comédia,1951
Vysoká pec,1951-04-27,0.0,0,0,0,0,Czechoslovakia,Documentário,1951
舞姫,1951-08-17,6.3,0,10,0,85,Japan,Drama,1951
In Old Amarillo,1951-05-15,7.0,184,2,0,67,United States of America,Faroeste,1951
All That I Have,1951-10-01,5.0,0,1,0,55,,Drama,1951
Nit-Witty Kitty,1951-10-06,7.2,0,34,0,7,United States of America,"Animação, Comédia",1951
海賊船,1951-07-13,0.0,0,0,0,114,Japan,,1951
Wenn die Abendglocken läuten,1951-12-21,5.0,0,2,0,88,Germany,Drama,1951
Não Quero Dizer-te Adeus,1951-12-22,4.714,0,7,0,102,United States of America,Drama,1951
Rabbit Fire,1951-05-19,7.4,0,137,0,7,United States of America,"Animação, Comédia",1951
Skadeskutt,1951-08-26,5.4,0,5,0,94,Norway,Drama,1951
Escándalo nocturno,1951-05-22,0.0,0,0,0,72,Argentina,,1951
Сказка о мёртвой царевне и о семи богатырях,1951-12-31,6.8,0,18,0,30,Soviet Union,"Animação, Família, Fantasia, Aventura",1951
Arrivano i nostri,1951-03-07,5.2,0,2,0,111,Italy,Comédia,1951
Night Riders of Montana,1951-02-28,0.0,0,0,0,60,United States of America,"Ação, Faroeste",1951
Call Me Mister,1951-02-01,6.7,0,3,0,96,United States of America,Música,1951
Die Sonnenbrucks,1951-03-01,0.0,0,0,0,99,East Germany,Drama,1951
Lovelorn Leghorn,1951-09-08,6.682,0,22,0,7,United States of America,"Animação, Família, Comédia",1951
Донецкие шахтеры,1951-05-16,6.0,0,2,0,108,Soviet Union,Drama,1951
The Blue Veil,1951-10-26,6.6,0,7,3550000,113,United States of America,Drama,1951
Stagecoach Driver,1951-07-15,0.0,0,0,0,56,United States of America,Faroeste,1951
Gasoline Alley,1951-01-02,5.333,0,3,0,76,United States of America,Comédia,1951
The Galloping Major,1951-05-07,6.0,0,8,0,82,United Kingdom,Comédia,1951
Amei e Errei,1951-08-31,5.633,0,15,0,85,United States of America,"Crime, Drama, Música",1951
恋人,1951-03-10,5.4,0,5,0,71,Japan,,1951
L'aiguille rouge,1951-06-07,0.0,0,0,0,85,France,Drama,1951
Fairfax Avenue,1951-01-01,0.0,0,0,0,30,,,1951
Frihed forpligter,1951-10-07,6.0,0,1,0,0,Denmark,História,1951
É Proibido Amar,1951-03-02,4.9,0,10,0,87,United States of America,"Música, Drama, Romance",1951
Up Front,1951-03-05,0.0,0,0,0,92,United States of America,"Guerra, Comédia",1951
Totò terzo uomo,1951-09-23,6.25,0,14,0,91,Italy,Comédia,1951
A Morte do Caixeiro Viajante,1951-12-20,7.0,0,17,1200000,115,United States of America,Drama,1951
दीदार,1951-01-02,6.0,0,1,0,130,,Música,1951
Chacun son tour,1951-11-16,5.5,0,2,0,103,France,"Comédia, Música",1951
La vie est un jeu,1951-06-13,4.5,0,2,0,82,France,Comédia,1951
佐々木小次郎,1951-10-26,5.0,0,3,0,140,Japan,"Ação, História",1951
ابن النيل,1951-01-10,7.1,0,11,0,105,Egypt,Drama,1951
Inside Straight,1951-03-01,4.2,0,3,0,87,United States of America,"Drama, Faroeste",1951
Droopy's Double Trouble,1951-11-17,7.1,0,29,0,7,United States of America,"Animação, Comédia, Família",1951
قطر الندى,1951-12-17,6.0,0,1,0,110,Egypt,Comédia,1951
Scout Fellow,1951-12-27,0.0,0,0,0,8,United States of America,Animação,1951
ظهور الإسلام,1951-04-09,8.0,0,2,0,95,Egypt,História,1951
Cárcel de mujeres,1951-09-28,6.0,0,12,0,83,Mexico,"Drama, Crime",1951
Flechas da Vingança,1951-04-01,6.3,0,29,0,75,United States of America,Faroeste,1951
Cat Napping,1951-12-08,7.0,0,41,0,7,United States of America,"Animação, Comédia",1951
Séptima página,1951-10-10,8.0,0,1,0,84,,"Drama, Thriller",1951
Der Weibsteufel,1951-09-28,0.0,0,0,0,99,Austria,Drama,1951
恋の蘭燈,1951-12-28,0.0,0,0,0,84,Japan,,1951
O Homem das Sombras,1951-11-27,6.9,0,19,0,84,United States of America,"Crime, Drama, Mistério, Thriller",1951
誤佳期,1951-08-05,0.0,0,0,0,111,Hong Kong,Comédia,1951
Rouxinol da Broadway,1951-03-26,5.8,0,16,0,92,United States of America,"Comédia, Música, Romance",1951
Test Pilot Donald,1951-06-08,6.479,0,24,0,7,United States of America,"Animação, Comédia",1951
Peking Express,1951-08-01,8.0,0,1,0,95,United States of America,"Drama, Thriller, Ação",1951
Deburau,1951-06-29,7.0,0,3,0,93,France,Drama,1951
Accidenti alle tasse!!,1951-09-13,0.0,0,0,0,92,Italy,Comédia,1951
Temido e Desejado,1951-09-22,6.0,0,16,0,81,United States of America,"Comédia, Crime",1951
人海八大仙,1951-05-13,0.0,0,0,0,82,,,1951
Quema el suelo,1951-01-21,0.0,0,0,0,0,Spain,Drama,1951
شباك حبيبي,1951-09-02,3.0,0,1,0,115,Egypt,,1951
O.K. Nerone,1951-11-20,5.5,0,2,0,95,Italy,Comédia,1951
お艶殺し,1951-02-17,0.0,0,0,0,97,Japan,"História, Drama",1951
Bärande hav,1951-09-17,0.0,0,0,0,108,Sweden,Drama,1951
Flame Of Stamboul,1951-03-05,4.5,0,2,0,68,United States of America,"Ação, Aventura, Drama, Romance, Thriller",1951
Gli amanti di Ravello,1951-01-01,0.0,0,0,0,0,Italy,"Drama, Romance",1951
花姑娘,1951-02-23,0.0,0,0,0,0,,Drama,1951
Gibier de potence,1951-11-08,5.3,0,6,0,106,France,Drama,1951
Спортивная честь,1951-06-11,5.0,0,3,0,107,Soviet Union,"Comédia, Aventura",1951
Madre querida,1951-02-14,5.0,0,2,0,103,Mexico,Drama,1951
A Ilha da Bagunça,1951-10-17,5.6,0,68,0,99,"France, Italy",Comédia,1951
Crosswinds,1951-10-01,5.625,0,8,0,95,United States of America,"Ação, Aventura",1951
獣の宿,1951-06-08,0.0,0,0,0,86,Japan,Drama,1951
हमलोग,1951-09-14,8.8,0,2,0,0,India,Drama,1951
右門捕物帖　片眼狼,1951-01-08,0.0,0,0,0,82,Japan,,1951
La nuit est mon royaume,1951-08-09,6.2,0,13,0,110,France,Drama,1951
Drippy Mississippi,1951-04-13,0.0,0,0,0,6,United States of America,Animação,1951
Verträumte Tage,1951-08-17,0.0,0,0,0,78,Germany,Drama,1951
آدم وحواء,1951-05-07,0.0,0,0,0,132,Egypt,,1951
又四郎行状記　鬼姫しぐれ,1951-02-11,0.0,0,0,0,94,Japan,,1951
Lawless Cowboys,1951-11-07,0.0,0,0,0,58,United States of America,Faroeste,1951
O Padre Voador,1951-03-23,5.072,0,138,0,9,United States of America,Documentário,1951
Casabianca,1951-05-17,5.3,0,3,0,69,France,"Guerra, Drama",1951
El gran Galeoto,1951-10-15,5.5,0,2,480,0,Spain,Drama,1951
A Bolt of Lightning,1951-11-12,0.0,0,0,0,60,United States of America,Drama,1951
Smuggler's Island,1951-05-18,3.5,0,4,0,75,United States of America,"Aventura, Romance, Crime, Drama",1951
Mister Universe,1951-01-10,5.0,0,2,0,89,United States of America,"Romance, Comédia",1951
Lucky Number,1951-07-20,6.5,0,16,0,7,United States of America,"Animação, Comédia",1951
The Girl on the Bridge,1951-12-01,6.0,0,11,0,76,United States of America,"Crime, Drama, Romance",1951
我が家は樂し,1951-03-21,6.8,0,4,0,91,Japan,Drama,1951
内蒙人民的胜利,1951-03-17,0.0,0,0,0,106,China,"Drama, História, Guerra",1951
Ella y Yo,1951-10-02,4.0,0,8,0,88,Mexico,"Comédia, Drama, Romance",1951
"Captain Video, Master of the Stratosphere",1951-12-27,6.0,0,2,0,287,United States of America,"Aventura, Ficção científica",1951
Two Lost Worlds,1951-01-05,4.0,0,13,0,61,United States of America,"Aventura, Ação, Ficção científica, Romance",1951
أولاد الشوارع,1951-02-19,0.0,0,0,0,100,Egypt,"Ação, Drama",1951
命美わし,1951-12-07,0.0,0,0,0,80,Japan,Drama,1951
أشكى لمين,1951-11-22,0.0,0,0,0,0,Egypt,,1951
Bee On Guard,1951-12-14,6.935,0,23,0,7,United States of America,"Animação, Comédia",1951
わかれ雲,1951-11-23,6.5,0,2,0,95,Japan,"Romance, Drama",1951
Πικρό ψωμί,1951-04-15,5.8,0,4,0,83,Greece,Drama,1951
Fighting Coast Guard,1951-05-31,6.5,0,2,0,86,United States of America,"Guerra, Drama, Romance",1951
Get Rich Quick,1951-08-31,6.29,0,31,0,6,,Animação,1951
女ごころ誰が知る,1951-12-21,0.0,0,0,0,80,Japan,,1951
وداعًا يا غرامي,1951-03-23,0.0,0,0,0,0,Egypt,Romance,1951
Il mago per forza,1951-11-22,0.0,0,0,0,85,Italy,Comédia,1951
